payment_id,order_id,payment_mode,amount
2492,2492,UPI,499.39
2493,2493,Credit Card,590.39
2494,2494,UPI,1149.57
2495,2495,Cash on Delivery,425.06
2496,2496,Wallet,452.2
2497,2497,Debit Card,463.73
2498,2498,Cash on Delivery,629.76
2499,2499,Debit Card,443.87
2500,2500,Credit Card,1250.42
2501,2501,Debit Card,1328.31
2502,2502,UPI,1519.71
2503,2503,Wallet,1556.71
2504,2504,Wallet,979.38
2505,2505,UPI,944.05
2506,2506,Debit Card,1450.17
2507,2507,Cash on Delivery,126.58
2508,2508,Cash on Delivery,375.82
2509,2509,Debit Card,961.8
2510,2510,UPI,1193.86
2511,2511,Debit Card,739.69
2512,2512,UPI,460.46
2513,2513,Credit Card,235.83
2514,2514,UPI,1517.4
2515,2515,Wallet,1049.28
2516,2516,Cash on Delivery,1463.6
2517,2517,Debit Card,405.08
2518,2518,Debit Card,1411.79
2519,2519,Wallet,1046.73
2520,2520,Wallet,512.1
2521,2521,Credit Card,366.21
2522,2522,UPI,986.84
2523,2523,Wallet,1447.08
2524,2524,Debit Card,1342.93
2525,2525,UPI,717.66
2526,2526,Debit Card,1296.74
2527,2527,UPI,1115.27
2528,2528,Cash on Delivery,1302.45
2529,2529,Cash on Delivery,243.58
2530,2530,Credit Card,1469.05
2531,2531,Wallet,954.7
2532,2532,Cash on Delivery,1283.31
2533,2533,UPI,1221.89
2534,2534,Wallet,1205.5
2535,2535,Wallet,681.04
2536,2536,UPI,252.31
2537,2537,Wallet,489.72
2538,2538,Debit Card,829.83
2539,2539,Debit Card,587.52
2540,2540,UPI,476.72
2541,2541,Credit Card,108.07
2542,2542,UPI,1363.62
2543,2543,Credit Card,306.52
2544,2544,Credit Card,1220.26
2545,2545,Debit Card,911.87
2546,2546,Credit Card,849.15
2547,2547,Debit Card,1487.68
2548,2548,Debit Card,1132.9
2549,2549,Debit Card,558.47
2550,2550,Wallet,807.36
2551,2551,Wallet,182.23
2552,2552,Debit Card,1323.17
2553,2553,Credit Card,253.53
2554,2554,Wallet,465.09
2555,2555,Cash on Delivery,1257.79
2556,2556,Credit Card,1076.73
2557,2557,UPI,1169.43
2558,2558,Debit Card,1439.09
2559,2559,Cash on Delivery,1287.09
2560,2560,UPI,1281.44
2561,2561,UPI,1418.62
2562,2562,Cash on Delivery,524.2
2563,2563,Debit Card,826.47
2564,2564,Credit Card,673.75
2565,2565,UPI,1030.16
2566,2566,Wallet,1339.94
2567,2567,Credit Card,300.05
2568,2568,Credit Card,1193.33
2569,2569,Debit Card,1468.31
2570,2570,Wallet,626.06
2571,2571,Cash on Delivery,1513.24
2572,2572,Credit Card,1121.04
2573,2573,Wallet,1139.84
2574,2574,Cash on Delivery,1192.08
2575,2575,Cash on Delivery,326.83
2576,2576,UPI,463.9
2577,2577,Cash on Delivery,133.81
2578,2578,UPI,122.61
2579,2579,UPI,238.57
2580,2580,Cash on Delivery,731.34
2581,2581,UPI,629.22
2582,2582,UPI,731.39
2583,2583,UPI,427.59
2584,2584,Credit Card,1122.37
2585,2585,UPI,1021.44
2586,2586,Credit Card,719.57
2587,2587,Credit Card,498.19
2588,2588,Credit Card,169.12
2589,2589,Credit Card,1232.27
2590,2590,Credit Card,352.97
2591,2591,Credit Card,1100.28
2592,2592,Debit Card,502.52
2593,2593,Debit Card,1294.72
2594,2594,Credit Card,478.73
2595,2595,Credit Card,1354.39
2596,2596,Cash on Delivery,496.51
2597,2597,Debit Card,837.77
2598,2598,Debit Card,332.49
2599,2599,Credit Card,569.56
2600,2600,Cash on Delivery,577.94
2601,2601,Debit Card,167.66
2602,2602,Cash on Delivery,389.63
2603,2603,UPI,813.09
2604,2604,Credit Card,1085.47
2605,2605,Cash on Delivery,1426.38
2606,2606,Cash on Delivery,581.44
2607,2607,Debit Card,251.64
2608,2608,UPI,302.63
2609,2609,Credit Card,830.4
2610,2610,UPI,1269.87
2611,2611,Cash on Delivery,1048.39
2612,2612,Credit Card,513.86
2613,2613,Wallet,843.14
2614,2614,Credit Card,1137.57
2615,2615,Debit Card,726.15
2616,2616,Debit Card,978.07
2617,2617,Wallet,517.55
2618,2618,Cash on Delivery,239.07
2619,2619,Credit Card,1073.47
2620,2620,Credit Card,148.11
2621,2621,Credit Card,294.87
2622,2622,Wallet,557.58
2623,2623,Cash on Delivery,1184.86
2624,2624,Credit Card,1387.21
2625,2625,Debit Card,585.69
2626,2626,Wallet,1129.86
2627,2627,Debit Card,682.54
2628,2628,Credit Card,1175.54
2629,2629,Wallet,397.68
2630,2630,Cash on Delivery,656.83
2631,2631,UPI,642.17
2632,2632,Wallet,1082.15
2633,2633,Wallet,593.38
2634,2634,Cash on Delivery,702.24
2635,2635,UPI,1280.66
2636,2636,Cash on Delivery,607.37
2637,2637,Wallet,1212.61
2638,2638,Credit Card,396.59
2639,2639,Wallet,1318.86
2640,2640,UPI,671.94
2641,2641,UPI,838.59
2642,2642,Debit Card,894.38
2643,2643,UPI,425.28
2644,2644,Debit Card,980.25
2645,2645,UPI,575.66
2646,2646,Cash on Delivery,852.75
2647,2647,UPI,1182.15
2648,2648,UPI,1046.78
2649,2649,Wallet,187.01
2650,2650,UPI,342.54
2651,2651,Cash on Delivery,980.8
2652,2652,Debit Card,1296.71
2653,2653,Credit Card,785.68
2654,2654,Debit Card,229.68
2655,2655,Wallet,401.12
2656,2656,Wallet,1365.6
2657,2657,Debit Card,475.78
2658,2658,UPI,1134.89
2659,2659,Debit Card,531.22
2660,2660,Credit Card,704.22
2661,2661,Credit Card,261.63
2662,2662,UPI,815.68
2663,2663,Wallet,705.77
2664,2664,Credit Card,750.66
2665,2665,Wallet,1526.79
2666,2666,Credit Card,552.87
2667,2667,Debit Card,1070.57
2668,2668,Credit Card,229.8
2669,2669,Debit Card,240.83
2670,2670,Credit Card,1176.64
2671,2671,Debit Card,897.23
2672,2672,Wallet,369.4
2673,2673,Debit Card,382.76
2674,2674,UPI,334.01
2675,2675,UPI,1004.18
2676,2676,Debit Card,852.0
2677,2677,Credit Card,1249.31
2678,2678,Wallet,1332.12
2679,2679,UPI,670.75
2680,2680,UPI,1059.49
2681,2681,Cash on Delivery,703.83
2682,2682,Debit Card,1514.64
2683,2683,Wallet,1178.72
2684,2684,Cash on Delivery,575.31
2685,2685,UPI,629.81
2686,2686,Debit Card,859.09
2687,2687,Cash on Delivery,435.71
2688,2688,Cash on Delivery,1205.42
2689,2689,Wallet,872.97
2690,2690,Wallet,1175.13
2691,2691,Credit Card,210.0
2692,2692,Credit Card,622.79
2693,2693,Debit Card,163.19
2694,2694,Cash on Delivery,1485.09
2695,2695,Wallet,425.38
2696,2696,Cash on Delivery,645.11
2697,2697,Debit Card,447.05
2698,2698,Wallet,325.61
2699,2699,Credit Card,1515.56
2700,2700,Wallet,902.33
2701,2701,Wallet,147.36
2702,2702,Cash on Delivery,678.42
2703,2703,Credit Card,1059.51
2704,2704,Wallet,734.4
2705,2705,Wallet,691.97
2706,2706,Wallet,1313.02
2707,2707,Wallet,1260.73
2708,2708,Cash on Delivery,965.87
2709,2709,Wallet,1507.48
2710,2710,UPI,938.99
2711,2711,UPI,702.79
2712,2712,Credit Card,1442.69
2713,2713,Cash on Delivery,1288.15
2714,2714,Cash on Delivery,500.92
2715,2715,Wallet,920.85
2716,2716,Wallet,1347.94
2717,2717,Credit Card,275.51
2718,2718,UPI,194.19
2719,2719,UPI,1250.75
2720,2720,Debit Card,213.64
2721,2721,Debit Card,633.44
2722,2722,Cash on Delivery,1257.82
2723,2723,Cash on Delivery,1161.72
2724,2724,Debit Card,1416.8
2725,2725,Credit Card,414.79
2726,2726,Debit Card,518.47
2727,2727,Wallet,305.96
2728,2728,Debit Card,793.7
2729,2729,Debit Card,932.36
2730,2730,Credit Card,400.85
2731,2731,Wallet,784.36
2732,2732,Credit Card,466.9
2733,2733,Wallet,807.39
2734,2734,UPI,1001.82
2735,2735,Wallet,694.7
2736,2736,Credit Card,477.47
2737,2737,Credit Card,109.04
2738,2738,Debit Card,1511.64
2739,2739,Debit Card,365.89
2740,2740,UPI,777.32
2741,2741,Credit Card,166.27
2742,2742,Cash on Delivery,296.5
2743,2743,Cash on Delivery,360.36
2744,2744,Wallet,1303.17
2745,2745,UPI,395.36
2746,2746,Cash on Delivery,351.47
2747,2747,Wallet,284.47
2748,2748,Credit Card,698.29
2749,2749,Cash on Delivery,339.62
2750,2750,Credit Card,1017.73
2751,2751,Wallet,1012.54
2752,2752,Cash on Delivery,574.02
2753,2753,Credit Card,892.38
2754,2754,UPI,1354.26
2755,2755,Credit Card,810.91
2756,2756,Cash on Delivery,521.81
2757,2757,Wallet,1053.93
2758,2758,UPI,302.43
2759,2759,Wallet,545.15
2760,2760,Cash on Delivery,260.37
2761,2761,Cash on Delivery,1477.53
2762,2762,UPI,689.8
2763,2763,Credit Card,1224.06
2764,2764,Credit Card,1002.19
2765,2765,Wallet,604.6
2766,2766,Cash on Delivery,1055.94
2767,2767,Credit Card,782.04
2768,2768,UPI,509.57
2769,2769,Cash on Delivery,652.72
2770,2770,Debit Card,945.75
2771,2771,UPI,1317.86
2772,2772,UPI,599.42
2773,2773,Credit Card,1181.48
2774,2774,Debit Card,1268.45
2775,2775,UPI,1106.73
2776,2776,Debit Card,1496.48
2777,2777,UPI,943.76
2778,2778,Credit Card,290.1
2779,2779,Debit Card,1175.28
2780,2780,UPI,1306.03
2781,2781,Cash on Delivery,530.93
2782,2782,Cash on Delivery,1489.37
2783,2783,UPI,239.44
2784,2784,Wallet,1188.14
2785,2785,Cash on Delivery,931.88
2786,2786,UPI,1546.34
2787,2787,Credit Card,342.76
2788,2788,Cash on Delivery,532.42
2789,2789,Cash on Delivery,728.93
2790,2790,Cash on Delivery,408.86
2791,2791,Wallet,1218.62
2792,2792,Credit Card,1446.09
2793,2793,Wallet,366.07
2794,2794,Cash on Delivery,304.86
2795,2795,Debit Card,1419.87
2796,2796,UPI,632.3
2797,2797,Debit Card,1213.82
2798,2798,Cash on Delivery,292.28
2799,2799,UPI,495.61
2800,2800,Debit Card,706.74
2801,2801,Credit Card,466.86
2802,2802,UPI,1184.89
2803,2803,Wallet,1439.95
2804,2804,Cash on Delivery,1407.1
2805,2805,Cash on Delivery,1484.78
2806,2806,Debit Card,777.96
2807,2807,Cash on Delivery,517.95
2808,2808,Wallet,331.82
2809,2809,Cash on Delivery,633.95
2810,2810,Credit Card,259.07
2811,2811,Debit Card,499.53
2812,2812,Wallet,701.01
2813,2813,Debit Card,851.93
2814,2814,Credit Card,628.31
2815,2815,UPI,346.23
2816,2816,UPI,854.83
2817,2817,Credit Card,257.33
2818,2818,Credit Card,1358.76
2819,2819,Cash on Delivery,414.18
2820,2820,Wallet,976.89
2821,2821,Debit Card,1476.06
2822,2822,UPI,298.25
2823,2823,Debit Card,1417.86
2824,2824,Credit Card,1232.56
2825,2825,Debit Card,919.04
2826,2826,Debit Card,370.99
2827,2827,Credit Card,422.48
2828,2828,UPI,779.08
2829,2829,Wallet,491.72
2830,2830,Cash on Delivery,559.49
2831,2831,UPI,1082.02
2832,2832,Debit Card,967.39
2833,2833,UPI,868.2
2834,2834,Wallet,583.79
2835,2835,Wallet,223.77
2836,2836,Credit Card,559.3
2837,2837,Credit Card,512.05
2838,2838,UPI,525.04
2839,2839,Cash on Delivery,878.51
2840,2840,Credit Card,855.78
2841,2841,Debit Card,1129.71
2842,2842,Wallet,592.94
2843,2843,Credit Card,908.54
2844,2844,Credit Card,1516.02
2845,2845,Credit Card,646.1
2846,2846,Debit Card,847.33
2847,2847,UPI,395.12
2848,2848,Wallet,517.45
2849,2849,Debit Card,795.28
2850,2850,UPI,1386.9
2851,2851,Cash on Delivery,1291.14
2852,2852,Debit Card,180.7
2853,2853,Wallet,717.11
2854,2854,Credit Card,631.89
2855,2855,Wallet,1016.69
2856,2856,Credit Card,368.6
2857,2857,Debit Card,838.47
2858,2858,UPI,426.48
2859,2859,Cash on Delivery,226.89
2860,2860,Credit Card,575.21
2861,2861,Credit Card,1010.46
2862,2862,Credit Card,1429.9
2863,2863,Debit Card,181.79
2864,2864,Credit Card,156.4
2865,2865,Wallet,887.7
2866,2866,Cash on Delivery,472.95
2867,2867,Debit Card,155.6
2868,2868,Debit Card,338.86
2869,2869,UPI,659.33
2870,2870,Credit Card,1388.68
2871,2871,Wallet,193.81
2872,2872,UPI,926.0
2873,2873,Credit Card,397.17
2874,2874,Credit Card,640.01
2875,2875,Credit Card,814.75
2876,2876,Credit Card,1360.03
2877,2877,Cash on Delivery,1229.46
2878,2878,Cash on Delivery,657.15
2879,2879,UPI,832.42
2880,2880,Credit Card,1060.85
2881,2881,Wallet,731.31
2882,2882,Credit Card,1270.33
2883,2883,UPI,1489.33
2884,2884,Wallet,1358.54
2885,2885,UPI,949.7
2886,2886,Cash on Delivery,499.38
2887,2887,Debit Card,749.79
2888,2888,Wallet,530.31
2889,2889,UPI,514.6
2890,2890,Cash on Delivery,1331.48
2891,2891,Debit Card,294.85
2892,2892,Credit Card,758.04
2893,2893,Wallet,575.54
2894,2894,Debit Card,671.85
2895,2895,Debit Card,299.63
2896,2896,UPI,1391.7
2897,2897,Credit Card,1231.47
2898,2898,Wallet,1068.54
2899,2899,Wallet,835.25
2900,2900,Wallet,1011.62
2901,2901,Cash on Delivery,906.97
2902,2902,Cash on Delivery,327.79
2903,2903,Credit Card,1309.78
2904,2904,UPI,263.06
2905,2905,Wallet,860.51
2906,2906,UPI,527.79
2907,2907,Debit Card,710.73
2908,2908,Wallet,995.86
2909,2909,Credit Card,592.71
2910,2910,UPI,839.06
2911,2911,Wallet,189.35
2912,2912,Cash on Delivery,1390.75
2913,2913,Cash on Delivery,714.36
2914,2914,Wallet,239.53
2915,2915,UPI,386.75
2916,2916,Debit Card,611.58
2917,2917,Cash on Delivery,202.49
2918,2918,Credit Card,619.91
2919,2919,Debit Card,329.55
2920,2920,UPI,568.08
2921,2921,Cash on Delivery,821.98
2922,2922,Cash on Delivery,1226.99
2923,2923,Credit Card,728.61
2924,2924,UPI,1277.14
2925,2925,Wallet,253.15
2926,2926,Wallet,303.69
2927,2927,Debit Card,1478.86
2928,2928,Wallet,1362.98
2929,2929,Credit Card,1408.51
2930,2930,Cash on Delivery,300.33
2931,2931,Cash on Delivery,1073.13
2932,2932,Debit Card,1329.84
2933,2933,Credit Card,1451.13
2934,2934,Credit Card,606.75
2935,2935,Debit Card,845.83
2936,2936,Wallet,353.13
2937,2937,Debit Card,391.65
2938,2938,UPI,950.84
2939,2939,Wallet,618.05
2940,2940,Debit Card,821.87
2941,2941,Credit Card,172.13
2942,2942,Credit Card,156.5
2943,2943,Credit Card,1411.71
2944,2944,Debit Card,846.48
2945,2945,Credit Card,512.99
2946,2946,Credit Card,1451.51
2947,2947,Debit Card,132.96
2948,2948,UPI,698.37
2949,2949,Cash on Delivery,1338.41
2950,2950,Wallet,134.25
2951,2951,Wallet,898.67
2952,2952,Debit Card,573.33
2953,2953,Debit Card,799.35
2954,2954,Credit Card,1509.47
2955,2955,Credit Card,1247.26
2956,2956,Wallet,1284.9
2957,2957,Wallet,1255.04
2958,2958,UPI,614.6
2959,2959,Credit Card,984.24
2960,2960,Debit Card,705.19
2961,2961,Debit Card,1214.31
2962,2962,Cash on Delivery,634.49
2963,2963,UPI,1224.47
2964,2964,Credit Card,159.04
2965,2965,Cash on Delivery,132.52
2966,2966,Wallet,509.09
2967,2967,UPI,974.81
2968,2968,Cash on Delivery,690.15
2969,2969,Cash on Delivery,700.24
2970,2970,Debit Card,730.37
2971,2971,Debit Card,1377.44
2972,2972,Wallet,373.0
2973,2973,Debit Card,745.37
2974,2974,Cash on Delivery,1421.93
2975,2975,Cash on Delivery,926.8
2976,2976,Wallet,997.94
2977,2977,Cash on Delivery,167.34
2978,2978,Wallet,135.26
2979,2979,Wallet,292.65
2980,2980,Credit Card,1450.77
2981,2981,Cash on Delivery,870.89
2982,2982,Wallet,202.21
2983,2983,Debit Card,508.27
2984,2984,Debit Card,609.55
2985,2985,UPI,928.2
2986,2986,Credit Card,205.97
2987,2987,Cash on Delivery,692.29
2988,2988,UPI,680.01
2989,2989,UPI,156.98
2990,2990,UPI,1407.23
2991,2991,Wallet,476.95
2992,2992,Credit Card,831.73
2993,2993,Cash on Delivery,1481.42
2994,2994,UPI,489.13
2995,2995,Cash on Delivery,468.11
2996,2996,Credit Card,1411.54
2997,2997,Cash on Delivery,848.81
2998,2998,UPI,1067.21
2999,2999,Debit Card,1521.16
3000,3000,Debit Card,787.55
3001,3001,Debit Card,1220.38
3002,3002,Debit Card,560.65
3003,3003,Cash on Delivery,136.17
3004,3004,Debit Card,962.75
3005,3005,UPI,378.45
3006,3006,Debit Card,1102.0
3007,3007,Debit Card,1037.71
3008,3008,UPI,186.97
3009,3009,Debit Card,1100.36
3010,3010,Credit Card,549.72
3011,3011,Credit Card,1298.13
3012,3012,Wallet,1258.67
3013,3013,Cash on Delivery,523.63
3014,3014,UPI,740.25
3015,3015,Debit Card,858.27
3016,3016,Debit Card,553.16
3017,3017,UPI,936.34
3018,3018,Wallet,568.19
3019,3019,Debit Card,790.14
3020,3020,UPI,686.97
3021,3021,Credit Card,643.02
3022,3022,Wallet,460.49
3023,3023,Credit Card,855.03
3024,3024,Credit Card,703.63
3025,3025,Debit Card,1430.47
3026,3026,Wallet,602.14
3027,3027,UPI,1423.61
3028,3028,Debit Card,499.62
3029,3029,UPI,845.47
3030,3030,UPI,655.2
3031,3031,UPI,375.62
3032,3032,UPI,740.35
3033,3033,UPI,965.89
3034,3034,Wallet,1021.03
3035,3035,UPI,1106.45
3036,3036,Debit Card,565.78
3037,3037,UPI,682.66
3038,3038,Debit Card,855.2
3039,3039,Debit Card,825.62
3040,3040,Credit Card,899.2
3041,3041,Wallet,253.1
3042,3042,UPI,732.34
3043,3043,Cash on Delivery,1318.83
3044,3044,Debit Card,1210.94
3045,3045,Debit Card,1386.86
3046,3046,Wallet,826.89
3047,3047,UPI,141.12
3048,3048,Wallet,1069.66
3049,3049,UPI,864.03
3050,3050,UPI,337.4
3051,3051,Cash on Delivery,202.62
3052,3052,Credit Card,369.86
3053,3053,Debit Card,1375.32
3054,3054,Debit Card,680.23
3055,3055,UPI,1533.22
3056,3056,Wallet,1031.6
3057,3057,Cash on Delivery,490.77
3058,3058,Credit Card,719.31
3059,3059,Cash on Delivery,1295.92
3060,3060,Credit Card,1220.05
3061,3061,Debit Card,650.51
3062,3062,Debit Card,611.71
3063,3063,Debit Card,750.37
3064,3064,Debit Card,686.76
3065,3065,Cash on Delivery,1182.15
3066,3066,Debit Card,643.32
3067,3067,Wallet,1261.22
3068,3068,Credit Card,1085.52
3069,3069,Debit Card,728.83
3070,3070,Cash on Delivery,685.7
3071,3071,Cash on Delivery,520.98
3072,3072,Wallet,463.3
3073,3073,Credit Card,977.4
3074,3074,Debit Card,108.17
3075,3075,Wallet,1159.59
3076,3076,Debit Card,1232.19
3077,3077,Debit Card,1436.93
3078,3078,Wallet,197.97
3079,3079,Cash on Delivery,357.56
3080,3080,Credit Card,874.11
3081,3081,Credit Card,587.64
3082,3082,UPI,1296.19
3083,3083,Debit Card,584.82
3084,3084,UPI,1341.74
3085,3085,UPI,1003.28
3086,3086,UPI,430.03
3087,3087,Cash on Delivery,244.89
3088,3088,UPI,735.96
3089,3089,UPI,965.4
3090,3090,Credit Card,870.78
3091,3091,Cash on Delivery,1487.13
3092,3092,Wallet,820.72
3093,3093,Debit Card,682.52
3094,3094,Wallet,988.11
3095,3095,Cash on Delivery,468.23
3096,3096,Cash on Delivery,822.09
3097,3097,Cash on Delivery,1173.26
3098,3098,Cash on Delivery,312.72
3099,3099,Cash on Delivery,219.04
3100,3100,UPI,1314.92
3101,3101,Wallet,668.13
3102,3102,Credit Card,603.25
3103,3103,UPI,242.7
3104,3104,Credit Card,964.97
3105,3105,Wallet,1093.27
3106,3106,Cash on Delivery,1390.44
3107,3107,Cash on Delivery,776.28
3108,3108,Credit Card,709.73
3109,3109,Cash on Delivery,1439.35
3110,3110,Cash on Delivery,1142.12
3111,3111,Debit Card,1044.55
3112,3112,Debit Card,1244.35
3113,3113,Debit Card,579.08
3114,3114,Cash on Delivery,510.48
3115,3115,Wallet,327.41
3116,3116,Debit Card,731.24
3117,3117,Credit Card,697.89
3118,3118,UPI,261.08
3119,3119,Wallet,769.79
3120,3120,Credit Card,853.4
3121,3121,Cash on Delivery,1018.99
3122,3122,Cash on Delivery,187.87
3123,3123,Cash on Delivery,980.7
3124,3124,UPI,902.17
3125,3125,UPI,1316.45
3126,3126,Cash on Delivery,526.49
3127,3127,Credit Card,401.97
3128,3128,Debit Card,404.89
3129,3129,Credit Card,1154.34
3130,3130,Debit Card,1131.82
3131,3131,Credit Card,133.02
3132,3132,Credit Card,359.55
3133,3133,Wallet,1384.44
3134,3134,Credit Card,1265.72
3135,3135,Wallet,1305.62
3136,3136,Cash on Delivery,832.94
3137,3137,Credit Card,919.16
3138,3138,Wallet,1062.91
3139,3139,UPI,759.35
3140,3140,Wallet,923.87
3141,3141,Cash on Delivery,1236.8
3142,3142,Wallet,790.14
3143,3143,Credit Card,886.06
3144,3144,Cash on Delivery,504.62
3145,3145,Debit Card,989.17
3146,3146,Wallet,595.84
3147,3147,Credit Card,793.49
3148,3148,Cash on Delivery,1241.2
3149,3149,Credit Card,1234.4
3150,3150,Cash on Delivery,898.82
3151,3151,Debit Card,1346.89
3152,3152,UPI,838.95
3153,3153,Credit Card,1052.86
3154,3154,UPI,124.83
3155,3155,Debit Card,249.69
3156,3156,Wallet,1318.08
3157,3157,Cash on Delivery,647.73
3158,3158,Credit Card,1469.77
3159,3159,UPI,701.25
3160,3160,Cash on Delivery,886.56
3161,3161,UPI,251.76
3162,3162,Credit Card,1363.06
3163,3163,Wallet,1373.48
3164,3164,Wallet,858.5
3165,3165,Debit Card,491.04
3166,3166,Cash on Delivery,1060.14
3167,3167,Cash on Delivery,1317.1
3168,3168,Wallet,789.49
3169,3169,Debit Card,165.32
3170,3170,Debit Card,602.94
3171,3171,UPI,203.76
3172,3172,Cash on Delivery,1178.45
3173,3173,Wallet,1183.83
3174,3174,Debit Card,626.05
3175,3175,Debit Card,1518.63
3176,3176,Credit Card,460.97
3177,3177,Wallet,1276.45
3178,3178,Credit Card,932.91
3179,3179,Debit Card,840.82
3180,3180,UPI,548.3
3181,3181,UPI,849.24
3182,3182,Credit Card,1086.04
3183,3183,Credit Card,1176.93
3184,3184,Cash on Delivery,868.93
3185,3185,Debit Card,104.14
3186,3186,Cash on Delivery,579.98
3187,3187,Credit Card,188.0
3188,3188,Wallet,160.0
3189,3189,Debit Card,486.39
3190,3190,UPI,1265.34
3191,3191,Cash on Delivery,1402.48
3192,3192,Wallet,1424.5
3193,3193,Cash on Delivery,775.05
3194,3194,Cash on Delivery,120.07
3195,3195,Credit Card,1264.35
3196,3196,UPI,1030.22
3197,3197,Cash on Delivery,1264.69
3198,3198,Debit Card,599.39
3199,3199,Cash on Delivery,1175.11
3200,3200,Debit Card,893.87
3201,3201,UPI,1547.74
3202,3202,Debit Card,1138.18
3203,3203,Debit Card,942.64
3204,3204,UPI,361.96
3205,3205,Credit Card,530.01
3206,3206,Cash on Delivery,370.7
3207,3207,Debit Card,533.99
3208,3208,UPI,1010.03
3209,3209,UPI,564.41
3210,3210,Cash on Delivery,596.58
3211,3211,UPI,337.67
3212,3212,Debit Card,716.33
3213,3213,Debit Card,1515.7
3214,3214,Cash on Delivery,159.28
3215,3215,UPI,329.75
3216,3216,Debit Card,1306.65
3217,3217,Cash on Delivery,371.22
3218,3218,Wallet,872.86
3219,3219,Cash on Delivery,134.23
3220,3220,UPI,827.03
3221,3221,Credit Card,299.32
3222,3222,Credit Card,1146.42
3223,3223,Cash on Delivery,232.22
3224,3224,Credit Card,1386.25
3225,3225,Wallet,131.64
3226,3226,Cash on Delivery,702.21
3227,3227,Credit Card,1103.83
3228,3228,Debit Card,1039.68
3229,3229,Cash on Delivery,384.71
3230,3230,Cash on Delivery,431.13
3231,3231,Wallet,618.44
3232,3232,Debit Card,690.83
3233,3233,Cash on Delivery,1539.02
3234,3234,Debit Card,803.89
3235,3235,Credit Card,395.16
3236,3236,Wallet,972.87
3237,3237,Cash on Delivery,556.88
3238,3238,Debit Card,1460.66
3239,3239,Credit Card,1469.82
3240,3240,Wallet,305.56
3241,3241,Wallet,1188.18
3242,3242,Wallet,662.64
3243,3243,UPI,1075.87
3244,3244,Wallet,1174.93
3245,3245,Debit Card,1391.26
3246,3246,Debit Card,799.12
3247,3247,Cash on Delivery,1239.37
3248,3248,UPI,569.28
3249,3249,Cash on Delivery,1096.28
3250,3250,Cash on Delivery,515.27
3251,3251,Debit Card,1487.73
3252,3252,UPI,1212.02
3253,3253,Cash on Delivery,466.38
3254,3254,Wallet,1217.47
3255,3255,Cash on Delivery,463.5
3256,3256,Cash on Delivery,1254.86
3257,3257,Debit Card,939.97
3258,3258,Debit Card,515.76
3259,3259,Wallet,791.54
3260,3260,Wallet,1022.44
3261,3261,Wallet,1226.79
3262,3262,Cash on Delivery,724.96
3263,3263,UPI,255.44
3264,3264,Debit Card,1359.39
3265,3265,UPI,995.74
3266,3266,Cash on Delivery,1446.38
3267,3267,UPI,1140.1
3268,3268,UPI,1248.51
3269,3269,Wallet,924.1
3270,3270,UPI,224.8
3271,3271,Debit Card,793.92
3272,3272,Debit Card,1311.8
3273,3273,Credit Card,955.38
3274,3274,Debit Card,554.16
3275,3275,Wallet,713.59
3276,3276,Credit Card,856.84
3277,3277,Debit Card,626.73
3278,3278,UPI,550.89
3279,3279,UPI,444.46
3280,3280,UPI,1235.74
3281,3281,Cash on Delivery,828.7
3282,3282,Cash on Delivery,956.44
3283,3283,UPI,1026.82
3284,3284,Cash on Delivery,1072.69
3285,3285,Cash on Delivery,608.66
3286,3286,UPI,608.91
3287,3287,Credit Card,589.33
3288,3288,Debit Card,1339.02
3289,3289,Debit Card,809.99
3290,3290,Credit Card,669.25
3291,3291,UPI,1213.44
3292,3292,UPI,735.57
3293,3293,Cash on Delivery,500.32
3294,3294,Credit Card,284.23
3295,3295,Debit Card,813.2
3296,3296,UPI,402.4
3297,3297,Debit Card,1027.83
3298,3298,Credit Card,930.41
3299,3299,Cash on Delivery,1075.35
3300,3300,Debit Card,1072.24
3301,3301,Credit Card,601.08
3302,3302,UPI,1118.31
3303,3303,Credit Card,867.93
3304,3304,Wallet,1190.26
3305,3305,UPI,356.02
3306,3306,Credit Card,570.99
3307,3307,Credit Card,1453.39
3308,3308,UPI,1078.86
3309,3309,Wallet,1315.78
3310,3310,Debit Card,397.27
3311,3311,Credit Card,1134.71
3312,3312,Wallet,1428.52
3313,3313,UPI,228.62
3314,3314,UPI,961.01
3315,3315,Wallet,687.84
3316,3316,UPI,644.73
3317,3317,Wallet,1408.31
3318,3318,Cash on Delivery,230.27
3319,3319,Debit Card,199.9
3320,3320,Credit Card,768.83
3321,3321,Cash on Delivery,1360.93
3322,3322,Debit Card,486.78
3323,3323,UPI,270.18
3324,3324,Credit Card,855.5
3325,3325,Cash on Delivery,1530.84
3326,3326,UPI,662.67
3327,3327,UPI,1003.12
3328,3328,Credit Card,1310.43
3329,3329,Cash on Delivery,197.8
3330,3330,Cash on Delivery,475.99
3331,3331,Debit Card,593.83
3332,3332,Debit Card,1248.9
3333,3333,Wallet,422.37
3334,3334,Cash on Delivery,268.66
3335,3335,UPI,1507.84
3336,3336,Wallet,273.98
3337,3337,Wallet,1163.7
3338,3338,Debit Card,279.15
3339,3339,Credit Card,624.73
3340,3340,UPI,902.04
3341,3341,Cash on Delivery,114.15
3342,3342,Credit Card,582.75
3343,3343,Debit Card,135.07
3344,3344,Wallet,441.59
3345,3345,Wallet,894.69
