order_id,customer_id,restaurant_id,partner_id,order_time,delivered_time,order_amount,delivery_fee,status
3014,190,59,68,2023-04-26 17:19:17,,696.47,43.78,Cancelled
3015,826,86,89,2023-03-28 05:22:01,2023-03-28 05:48:01,823.47,34.8,Delivered
3016,568,92,174,2023-09-29 22:17:14,2023-09-29 23:21:14,495.43,57.73,Delivered
3017,775,56,11,2024-09-11 23:16:17,2024-09-11 23:46:17,910.13,26.21,Delivered
3018,682,39,89,2024-10-05 17:54:07,2024-10-05 18:59:07,523.98,44.21,Delivered
3019,716,5,196,2023-11-21 13:49:46,2023-11-21 14:26:46,752.95,37.19,Delivered
3020,467,26,64,2023-12-10 12:21:30,2023-12-10 13:13:30,627.09,59.88,Delivered
3021,89,86,82,2024-10-07 00:48:34,2024-10-07 02:08:34,611.86,31.16,Delivered
3022,891,96,43,2024-08-14 03:00:37,2024-08-14 04:14:37,445.41,15.08,Delivered
3023,30,66,66,2024-02-13 08:06:49,2024-02-13 08:41:49,805.85,49.18,Delivered
3024,164,2,151,2024-04-27 16:24:40,2024-04-27 16:51:40,681.93,21.7,Delivered
3025,442,31,6,2024-09-05 16:31:27,,1390.58,39.89,Pending
3026,447,96,127,2023-02-16 01:44:10,2023-02-16 02:43:10,556.53,45.61,Delivered
3027,842,76,139,2023-04-21 22:42:20,2023-04-21 23:18:20,1378.42,45.19,Delivered
3028,234,87,26,2023-05-15 13:29:26,2023-05-15 14:16:26,478.16,21.46,Delivered
3029,942,72,136,2023-01-30 21:17:15,2023-01-30 22:16:15,792.96,52.51,Delivered
3030,299,84,39,2023-02-14 09:59:34,2023-02-14 10:37:34,604.4,50.8,Delivered
3031,376,6,174,2023-04-23 10:23:11,2023-04-23 11:53:11,329.5,46.12,Delivered
3032,262,17,121,2023-10-09 00:39:44,2023-10-09 01:46:44,707.02,33.33,Delivered
3033,66,15,184,2023-09-15 06:40:32,2023-09-15 07:37:32,918.47,47.42,Delivered
3034,199,11,134,2024-10-22 20:47:54,,998.59,22.44,Cancelled
3035,382,29,22,2024-11-19 15:23:47,2024-11-19 15:47:47,1053.66,52.79,Delivered
3036,600,62,124,2023-04-03 04:46:18,2023-04-03 05:19:18,535.38,30.4,Delivered
3037,118,87,120,2024-04-14 21:12:33,2024-04-14 21:48:33,633.55,49.11,Delivered
3038,66,58,55,2024-10-27 19:58:59,2024-10-27 20:38:59,803.11,52.09,Delivered
3039,630,11,191,2023-02-11 14:42:50,2023-02-11 16:06:50,774.62,51.0,Delivered
3040,101,76,141,2023-07-11 05:13:56,2023-07-11 06:23:56,885.42,13.78,Delivered
3041,224,87,118,2023-12-04 23:46:26,2023-12-05 01:07:26,241.75,11.35,Delivered
3042,527,88,116,2024-01-14 12:22:33,,707.74,24.6,Cancelled
3043,759,80,187,2023-03-04 21:29:10,2023-03-04 22:36:10,1306.01,12.82,Delivered
3044,53,2,46,2023-01-05 13:34:52,2023-01-05 14:10:52,1182.08,28.86,Delivered
3045,250,72,127,2024-03-07 01:02:48,2024-03-07 01:26:48,1339.62,47.24,Delivered
3046,355,8,44,2024-04-06 17:15:51,2024-04-06 18:15:51,794.26,32.63,Delivered
3047,244,84,200,2023-02-06 21:54:47,2023-02-06 22:48:47,92.08,49.04,Delivered
3048,280,53,176,2024-06-19 18:18:49,2024-06-19 19:36:49,1044.78,24.88,Delivered
3049,729,93,38,2023-07-06 11:40:09,2023-07-06 12:54:09,849.22,14.81,Delivered
3050,250,71,171,2023-04-13 15:41:12,2023-04-13 16:58:12,324.98,12.42,Delivered
3051,103,32,63,2023-08-07 02:48:48,2023-08-07 03:56:48,165.35,37.27,Delivered
3052,3,13,61,2024-02-20 20:53:59,2024-02-20 22:23:59,320.06,49.8,Delivered
3053,790,71,190,2023-06-03 00:06:04,2023-06-03 00:35:04,1331.71,43.61,Delivered
3054,742,100,164,2023-11-16 06:59:12,2023-11-16 07:47:12,669.78,10.45,Delivered
3055,693,86,175,2023-03-08 18:17:35,2023-03-08 19:38:35,1486.31,46.91,Delivered
3056,478,96,131,2024-04-05 05:12:17,2024-04-05 06:11:17,1000.18,31.42,Delivered
3057,44,3,91,2023-04-11 12:13:11,2023-04-11 12:43:11,444.91,45.86,Delivered
3058,990,61,3,2023-12-21 18:28:28,2023-12-21 19:02:28,695.86,23.45,Delivered
3059,814,4,168,2024-06-05 09:47:13,2024-06-05 11:15:13,1269.89,26.03,Delivered
3060,470,1,136,2023-10-16 09:48:07,2023-10-16 10:18:07,1165.94,54.11,Delivered
3061,83,80,68,2024-09-12 06:00:17,2024-09-12 06:58:17,593.77,56.74,Delivered
3062,484,19,158,2023-11-04 03:18:36,2023-11-04 04:22:36,560.57,51.14,Delivered
3063,465,55,128,2023-03-02 18:38:10,2023-03-02 19:28:10,703.65,46.72,Delivered
3064,705,97,173,2024-01-25 03:47:53,2024-01-25 05:11:53,669.69,17.07,Delivered
3065,599,46,103,2023-03-24 18:16:07,2023-03-24 18:53:07,1133.9,48.25,Delivered
3066,795,57,140,2023-06-19 21:57:26,2023-06-19 22:20:26,608.6,34.72,Delivered
3067,201,70,135,2024-01-07 03:20:51,2024-01-07 04:16:51,1248.89,12.33,Delivered
3068,223,88,168,2024-12-21 12:15:50,2024-12-21 13:11:50,1027.45,58.07,Delivered
3069,807,51,98,2023-05-17 15:10:36,2023-05-17 16:33:36,682.45,46.38,Delivered
3070,975,88,29,2023-02-25 15:03:47,2023-02-25 16:21:47,670.86,14.84,Delivered
3071,642,86,27,2023-10-18 22:55:28,2023-10-18 23:38:28,499.64,21.34,Delivered
3072,545,95,108,2023-06-10 22:39:16,2023-06-10 23:52:16,451.94,11.36,Delivered
3073,321,49,138,2024-03-15 03:23:00,,922.28,55.12,Cancelled
3074,222,49,142,2024-03-09 23:31:55,2024-03-10 00:20:55,84.25,23.92,Delivered
3075,700,78,165,2023-06-26 23:11:45,2023-06-27 00:22:45,1115.09,44.5,Delivered
3076,353,74,47,2024-08-03 01:43:59,,1186.84,45.35,Pending
3077,117,85,165,2023-05-11 05:32:32,2023-05-11 06:53:32,1407.76,29.17,Delivered
3078,287,9,12,2024-12-06 03:25:01,2024-12-06 04:18:01,150.83,47.14,Delivered
3079,593,13,21,2024-02-26 22:16:55,2024-02-26 23:33:55,321.88,35.68,Delivered
3080,128,67,50,2023-01-16 20:41:54,2023-01-16 21:12:54,841.79,32.32,Delivered
3081,969,52,167,2023-02-11 11:58:33,2023-02-11 13:19:33,555.23,32.41,Delivered
3082,810,94,134,2024-05-24 15:52:28,2024-05-24 16:44:28,1262.34,33.85,Delivered
3083,630,58,160,2024-04-11 05:47:46,2024-04-11 06:14:46,528.33,56.49,Delivered
3084,503,16,29,2023-08-05 19:54:26,,1292.21,49.53,Pending
3085,365,67,189,2023-03-15 17:27:08,,960.13,43.15,Pending
3086,913,2,111,2023-03-01 18:48:54,,379.99,50.04,Cancelled
3087,887,91,81,2023-11-12 15:30:53,,214.49,30.4,Cancelled
3088,173,77,119,2023-10-12 16:29:25,,717.06,18.9,Cancelled
3089,425,14,108,2024-04-08 10:59:11,,944.5,20.9,Cancelled
3090,520,10,23,2024-03-21 19:21:58,2024-03-21 20:08:58,826.29,44.49,Delivered
3091,595,75,14,2023-11-01 10:44:09,2023-11-01 12:11:09,1468.8,18.33,Delivered
3092,782,27,165,2024-10-01 11:23:26,2024-10-01 11:44:26,789.42,31.3,Delivered
3093,194,88,179,2023-05-14 09:28:32,2023-05-14 10:02:32,632.4,50.12,Delivered
3094,432,16,62,2023-03-01 17:10:46,2023-03-01 18:30:46,951.77,36.34,Delivered
3095,38,97,12,2023-08-30 03:37:22,2023-08-30 04:04:22,424.6,43.63,Delivered
3096,768,38,96,2024-02-05 16:51:32,2024-02-05 17:53:32,795.0,27.09,Delivered
3097,991,31,175,2024-04-09 05:58:18,2024-04-09 07:28:18,1157.08,16.18,Delivered
3098,286,94,56,2024-04-13 22:50:22,,286.61,26.11,Pending
3099,351,14,113,2024-09-20 03:40:13,2024-09-20 04:34:13,179.03,40.01,Delivered
3100,331,72,18,2024-05-03 19:56:22,,1261.54,53.38,Cancelled
3101,927,14,181,2023-05-22 12:24:04,2023-05-22 13:08:04,656.26,11.87,Delivered
3102,405,30,147,2024-04-09 15:53:33,2024-04-09 16:46:33,588.37,14.88,Delivered
3103,792,72,65,2023-09-05 06:16:10,2023-09-05 07:05:10,213.22,29.48,Delivered
3104,618,32,3,2024-11-25 23:27:58,2024-11-26 00:47:58,928.9,36.07,Delivered
3105,794,80,12,2024-05-20 08:17:24,,1067.98,25.29,Cancelled
3106,594,69,119,2023-04-16 07:58:44,,1378.83,11.61,Pending
3107,626,78,46,2024-06-29 17:45:09,,734.48,41.8,Cancelled
3108,337,84,195,2024-12-20 00:50:40,2024-12-20 01:21:40,674.32,35.41,Delivered
3109,212,28,160,2024-01-01 10:10:09,2024-01-01 10:54:09,1406.71,32.64,Delivered
3110,140,16,123,2024-05-25 04:48:04,2024-05-25 05:36:04,1083.39,58.73,Delivered
3111,185,40,34,2024-05-20 05:22:59,,997.8,46.75,Pending
3112,97,89,158,2024-02-12 22:38:03,2024-02-12 23:27:03,1231.28,13.07,Delivered
3113,252,24,188,2023-07-02 06:54:37,2023-07-02 08:09:37,523.99,55.09,Delivered
3114,558,13,167,2024-09-06 07:29:39,2024-09-06 08:28:39,492.07,18.41,Delivered
3115,567,35,40,2024-06-03 22:33:31,2024-06-03 22:56:31,303.43,23.98,Delivered
3116,773,48,2,2024-06-25 22:11:41,,703.69,27.55,Cancelled
3117,94,16,172,2024-07-25 13:01:33,2024-07-25 14:26:33,684.63,13.26,Delivered
3118,281,2,157,2024-09-15 11:32:08,2024-09-15 12:28:08,226.33,34.75,Delivered
3119,553,80,181,2023-02-20 10:49:24,,743.79,26.0,Cancelled
3120,138,39,84,2023-03-14 11:57:34,2023-03-14 12:24:34,802.17,51.23,Delivered
3121,78,86,200,2023-02-24 20:03:47,2023-02-24 20:26:47,993.07,25.92,Delivered
3122,274,24,192,2024-03-24 20:58:15,2024-03-24 21:40:15,130.03,57.84,Delivered
3123,392,92,98,2023-12-03 03:38:43,2023-12-03 04:52:43,931.93,48.77,Delivered
3124,240,30,138,2023-10-26 01:07:19,2023-10-26 01:38:19,887.53,14.64,Delivered
3125,843,70,194,2023-05-30 00:48:05,2023-05-30 01:10:05,1266.8,49.65,Delivered
3126,313,17,72,2024-05-22 17:56:40,2024-05-22 18:35:40,497.56,28.93,Delivered
3127,525,96,49,2023-07-29 20:07:37,2023-07-29 21:19:37,351.67,50.3,Delivered
3128,552,78,59,2023-07-04 23:03:52,,376.34,28.55,Cancelled
3129,756,68,98,2023-12-05 18:59:03,2023-12-05 19:51:03,1118.95,35.39,Delivered
3130,371,37,45,2023-08-09 19:20:27,,1112.99,18.83,Pending
3131,968,18,142,2023-09-14 03:20:52,2023-09-14 04:23:52,109.57,23.45,Delivered
3132,853,3,148,2024-10-31 12:15:48,2024-10-31 13:19:48,311.59,47.96,Delivered
3133,926,67,160,2023-10-17 21:16:49,,1328.38,56.06,Cancelled
3134,887,2,64,2024-03-18 04:51:39,,1225.47,40.25,Pending
3135,291,42,54,2023-09-08 15:51:39,2023-09-08 16:23:39,1272.1,33.52,Delivered
3136,265,59,32,2024-09-15 08:56:50,2024-09-15 10:26:50,822.71,10.23,Delivered
3137,818,76,88,2023-08-01 19:08:49,2023-08-01 19:45:49,861.68,57.48,Delivered
3138,282,37,190,2024-07-20 19:04:32,2024-07-20 20:15:32,1027.09,35.82,Delivered
3139,461,76,138,2024-04-19 19:16:53,2024-04-19 20:09:53,728.92,30.43,Delivered
3140,718,83,6,2024-11-08 10:39:42,2024-11-08 11:54:42,909.62,14.25,Delivered
3141,451,11,21,2023-01-21 10:34:55,,1213.76,23.04,Pending
3142,734,58,27,2023-09-19 12:57:34,2023-09-19 14:07:34,762.22,27.92,Delivered
3143,334,1,168,2023-09-21 01:56:48,,850.8,35.26,Pending
3144,703,13,99,2024-01-17 16:15:45,2024-01-17 17:12:45,450.28,54.34,Delivered
3145,210,37,178,2023-06-11 03:50:28,2023-06-11 04:57:28,947.19,41.98,Delivered
3146,530,42,5,2024-11-16 19:15:29,2024-11-16 20:10:29,540.37,55.47,Delivered
3147,801,53,105,2024-10-27 13:15:15,2024-10-27 14:04:15,767.95,25.54,Delivered
3148,730,96,68,2024-12-01 00:21:03,2024-12-01 01:03:03,1209.47,31.73,Delivered
3149,720,69,151,2023-05-11 08:21:57,,1218.18,16.22,Pending
3150,865,17,85,2023-02-13 06:16:04,,845.26,53.56,Pending
3151,439,96,45,2024-08-09 20:50:37,,1321.85,25.04,Pending
3152,74,81,106,2024-08-13 18:26:47,2024-08-13 19:17:47,814.57,24.38,Delivered
3153,767,53,144,2024-11-05 07:54:22,2024-11-05 08:20:22,1033.07,19.79,Delivered
3154,227,3,185,2024-10-14 08:50:33,2024-10-14 09:20:33,110.86,13.97,Delivered
3155,450,71,148,2023-10-21 02:44:00,2023-10-21 03:46:00,199.36,50.33,Delivered
3156,2,98,76,2024-05-14 04:48:13,,1300.71,17.37,Cancelled
3157,726,63,118,2023-09-30 01:39:28,,613.99,33.74,Cancelled
3158,397,42,107,2023-04-24 22:19:54,2023-04-24 22:45:54,1422.4,47.37,Delivered
3159,312,88,73,2023-06-14 02:38:05,2023-06-14 03:31:05,652.21,49.04,Delivered
3160,757,92,63,2023-06-30 16:31:18,2023-06-30 17:04:18,842.85,43.71,Delivered
3161,228,48,113,2024-06-11 21:10:31,2024-06-11 22:23:31,206.06,45.7,Delivered
3162,49,58,57,2024-10-13 01:09:07,,1337.99,25.07,Cancelled
3163,473,60,110,2023-05-15 10:03:35,,1344.07,29.41,Pending
3164,456,69,81,2024-06-25 01:56:44,2024-06-25 02:21:44,803.41,55.09,Delivered
3165,908,78,126,2024-09-24 00:47:25,2024-09-24 02:10:25,456.25,34.79,Delivered
3166,384,79,70,2024-06-15 09:15:46,,1003.09,57.05,Cancelled
3167,730,43,36,2024-04-01 06:32:52,2024-04-01 07:37:52,1284.79,32.31,Delivered
3168,260,4,193,2024-08-31 22:58:17,2024-08-31 23:48:17,756.2,33.29,Delivered
3169,289,4,68,2024-11-08 09:28:57,2024-11-08 10:07:57,111.99,53.33,Delivered
3170,364,11,79,2024-04-08 12:39:05,2024-04-08 13:55:05,578.04,24.9,Delivered
3171,773,61,197,2023-06-11 07:45:19,2023-06-11 08:31:19,164.34,39.42,Delivered
3172,659,92,12,2024-03-19 11:45:08,2024-03-19 12:40:08,1128.63,49.82,Delivered
3173,366,93,130,2023-04-27 12:29:05,2023-04-27 13:19:05,1137.71,46.12,Delivered
3174,538,43,168,2024-05-25 11:33:48,2024-05-25 12:47:48,598.95,27.1,Delivered
3175,206,87,34,2023-11-16 17:06:45,,1477.07,41.56,Cancelled
3176,688,98,4,2024-10-31 07:16:11,,449.52,11.45,Pending
3177,755,11,18,2023-02-16 13:10:34,2023-02-16 14:01:34,1237.2,39.25,Delivered
3178,371,54,20,2023-03-03 02:24:39,,886.13,46.78,Cancelled
3179,83,12,141,2023-03-21 01:43:57,2023-03-21 02:43:57,793.38,47.44,Delivered
3180,952,36,103,2023-11-28 04:23:48,2023-11-28 04:52:48,522.98,25.32,Delivered
3181,946,12,131,2024-05-14 07:20:07,2024-05-14 08:32:07,805.79,43.45,Delivered
3182,473,94,150,2023-11-16 16:56:35,,1033.12,52.92,Cancelled
3183,561,19,182,2024-04-21 23:50:31,2024-04-22 00:12:31,1131.33,45.6,Delivered
3184,352,77,151,2023-10-19 05:09:01,2023-10-19 05:31:01,827.99,40.94,Delivered
3185,169,90,60,2024-06-21 05:23:30,2024-06-21 06:12:30,85.12,19.02,Delivered
3186,509,55,74,2024-10-26 09:10:00,2024-10-26 09:32:00,528.07,51.91,Delivered
3187,639,69,109,2023-05-16 17:17:59,2023-05-16 17:56:59,175.26,12.74,Delivered
3188,897,12,137,2023-10-29 19:05:34,2023-10-29 20:13:34,125.77,34.23,Delivered
3189,250,28,142,2024-04-03 20:57:06,2024-04-03 21:28:06,439.73,46.66,Delivered
3190,172,34,117,2023-08-21 10:05:38,2023-08-21 11:03:38,1255.21,10.13,Delivered
3191,269,37,27,2023-01-13 23:04:06,2023-01-13 23:45:06,1381.18,21.3,Delivered
3192,661,29,92,2023-03-05 18:12:26,2023-03-05 19:40:26,1380.4,44.1,Delivered
3193,417,53,80,2024-12-19 23:45:40,2024-12-20 01:08:40,760.27,14.78,Delivered
3194,209,47,20,2024-01-28 14:52:38,2024-01-28 15:36:38,92.3,27.77,Delivered
3195,274,54,198,2023-09-05 05:09:49,,1236.89,27.46,Pending
3196,959,68,199,2024-02-22 20:22:56,2024-02-22 21:28:56,985.53,44.69,Delivered
3197,617,42,88,2024-11-12 01:11:26,2024-11-12 01:38:26,1228.56,36.13,Delivered
3198,694,10,44,2024-03-06 07:19:08,,549.01,50.38,Cancelled
3199,997,15,97,2023-12-24 20:21:36,2023-12-24 21:25:36,1156.22,18.89,Delivered
3200,966,13,151,2023-06-21 03:25:16,2023-06-21 04:24:16,836.14,57.73,Delivered
3201,913,92,196,2023-02-01 21:16:14,2023-02-01 21:43:14,1489.71,58.03,Delivered
3202,265,50,49,2023-07-21 06:16:01,2023-07-21 06:52:01,1079.08,59.1,Delivered
3203,937,21,27,2024-06-19 06:27:07,2024-06-19 07:34:07,895.41,47.23,Delivered
3204,782,7,151,2024-07-25 06:49:00,2024-07-25 07:22:00,326.21,35.75,Delivered
3205,927,25,76,2023-03-12 10:21:31,2023-03-12 10:52:31,499.93,30.08,Delivered
3206,86,43,165,2023-10-04 19:00:11,2023-10-04 20:06:11,358.0,12.7,Delivered
3207,229,5,49,2023-02-15 17:42:56,2023-02-15 18:41:56,501.5,32.49,Delivered
3208,688,92,26,2024-11-25 03:50:15,2024-11-25 04:16:15,955.63,54.4,Delivered
3209,629,71,78,2024-05-30 11:13:00,,534.07,30.34,Cancelled
3210,443,31,192,2024-09-13 13:11:00,2024-09-13 14:10:00,542.26,54.32,Delivered
3211,572,95,48,2024-04-09 04:44:24,,280.73,56.94,Cancelled
3212,613,35,88,2023-04-29 14:33:04,,672.11,44.22,Cancelled
3213,940,94,27,2023-01-18 19:01:58,2023-01-18 20:14:58,1459.81,55.89,Delivered
3214,657,49,177,2024-04-23 08:27:10,,104.52,54.76,Cancelled
3215,871,90,187,2024-02-13 21:29:01,2024-02-13 22:05:01,307.25,22.5,Delivered
3216,127,52,138,2023-04-20 19:48:01,2023-04-20 21:01:01,1250.4,56.25,Delivered
3217,86,82,128,2023-10-04 09:19:54,,322.11,49.11,Cancelled
3218,583,100,98,2023-04-24 09:50:05,2023-04-24 10:13:05,831.29,41.57,Delivered
3219,819,91,23,2024-08-02 05:53:12,2024-08-02 06:13:12,95.79,38.44,Delivered
3220,819,82,163,2024-12-17 12:20:36,2024-12-17 13:25:36,779.03,48.0,Delivered
3221,467,7,181,2023-06-06 07:19:29,2023-06-06 07:59:29,286.99,12.33,Delivered
3222,475,35,144,2023-09-21 18:36:31,2023-09-21 19:59:31,1123.72,22.7,Delivered
3223,475,16,38,2024-04-18 20:20:48,,205.49,26.73,Cancelled
3224,831,6,85,2024-06-09 18:10:13,2024-06-09 19:35:13,1336.11,50.14,Delivered
3225,953,19,162,2024-02-05 19:05:40,2024-02-05 20:16:40,102.63,29.01,Delivered
3226,30,23,47,2023-07-23 14:46:54,2023-07-23 15:07:54,674.28,27.93,Delivered
3227,489,34,116,2024-09-16 23:38:39,2024-09-17 00:49:39,1063.48,40.35,Delivered
3228,736,75,6,2023-07-19 18:06:05,2023-07-19 18:36:05,981.08,58.6,Delivered
3229,339,56,101,2024-06-18 05:43:14,2024-06-18 06:36:14,370.02,14.69,Delivered
3230,643,46,111,2024-09-17 11:07:06,2024-09-17 11:44:06,393.19,37.94,Delivered
3231,949,66,114,2024-07-19 11:00:04,,573.58,44.86,Cancelled
3232,629,80,61,2023-02-27 12:44:39,2023-02-27 13:30:39,632.88,57.95,Delivered
3233,132,18,152,2023-01-18 21:18:43,,1489.05,49.97,Cancelled
3234,570,49,3,2024-12-17 05:16:53,2024-12-17 06:11:53,764.43,39.46,Delivered
3235,458,11,193,2024-03-24 11:50:57,2024-03-24 12:11:57,384.33,10.83,Delivered
3236,779,93,187,2023-07-19 02:43:40,2023-07-19 04:09:40,913.35,59.52,Delivered
3237,252,72,44,2024-07-11 21:18:06,2024-07-11 22:15:06,517.42,39.46,Delivered
3238,266,59,145,2024-07-21 20:15:46,2024-07-21 20:41:46,1438.99,21.67,Delivered
3239,575,31,151,2023-10-06 09:11:29,2023-10-06 09:42:29,1439.38,30.44,Delivered
3240,58,73,85,2024-07-20 00:11:31,2024-07-20 00:59:31,259.05,46.51,Delivered
3241,828,72,66,2024-11-02 12:02:04,2024-11-02 13:27:04,1157.98,30.2,Delivered
3242,767,99,106,2024-10-10 08:10:51,2024-10-10 09:12:51,619.6,43.04,Delivered
3243,171,48,199,2024-05-30 09:08:52,2024-05-30 10:36:52,1022.24,53.63,Delivered
3244,928,22,184,2024-02-21 17:28:57,2024-02-21 17:48:57,1159.39,15.54,Delivered
3245,252,48,54,2023-02-02 09:59:09,2023-02-02 11:14:09,1355.55,35.71,Delivered
3246,745,39,175,2024-10-08 01:56:03,2024-10-08 03:10:03,768.64,30.48,Delivered
3247,19,79,103,2023-08-05 08:23:49,,1218.43,20.94,Pending
3248,752,36,148,2023-09-10 18:53:53,2023-09-10 20:13:53,555.31,13.97,Delivered
3249,206,11,123,2023-09-08 09:32:48,2023-09-08 10:36:48,1050.82,45.46,Delivered
3250,163,65,180,2024-04-28 15:05:00,,469.84,45.43,Pending
3251,90,88,17,2024-07-02 04:12:35,,1458.44,29.29,Cancelled
3252,951,21,110,2023-12-11 16:20:17,2023-12-11 17:21:17,1160.07,51.95,Delivered
3253,809,79,159,2024-01-18 22:33:16,2024-01-18 23:47:16,445.18,21.2,Delivered
3254,365,41,19,2024-08-19 03:17:43,,1185.68,31.79,Cancelled
3255,627,52,113,2024-02-16 04:30:55,,417.37,46.13,Cancelled
3256,52,73,53,2023-09-30 14:24:48,2023-09-30 15:48:48,1241.81,13.05,Delivered
3257,804,25,10,2023-03-08 16:34:26,2023-03-08 17:35:26,897.36,42.61,Delivered
3258,945,36,38,2023-04-09 01:31:15,2023-04-09 02:58:15,478.69,37.07,Delivered
3259,313,99,170,2024-04-11 04:35:00,2024-04-11 05:16:00,761.03,30.51,Delivered
3260,644,67,197,2023-07-17 07:38:40,2023-07-17 08:53:40,1009.97,12.47,Delivered
3261,649,65,9,2023-08-02 06:48:31,2023-08-02 07:09:31,1206.96,19.83,Delivered
3262,6,10,86,2024-11-07 02:40:51,2024-11-07 03:28:51,702.86,22.1,Delivered
3263,540,52,103,2024-08-03 02:40:52,2024-08-03 04:02:52,228.14,27.3,Delivered
3264,427,3,89,2023-07-10 08:01:59,,1347.34,12.05,Cancelled
3265,497,35,192,2024-10-02 13:26:11,2024-10-02 14:37:11,978.85,16.89,Delivered
3266,645,43,192,2023-06-10 04:02:08,2023-06-10 05:12:08,1393.75,52.63,Delivered
3267,588,9,28,2024-04-10 11:46:35,2024-04-10 12:25:35,1089.05,51.05,Delivered
3268,456,95,161,2024-12-19 20:19:24,2024-12-19 20:58:24,1220.29,28.22,Delivered
3269,88,46,83,2024-07-15 07:15:46,2024-07-15 08:02:46,871.06,53.04,Delivered
3270,465,44,82,2024-03-02 10:31:19,2024-03-02 11:08:19,206.86,17.94,Delivered
3271,267,28,156,2023-10-15 23:50:58,2023-10-16 01:00:58,758.32,35.6,Delivered
3272,405,1,115,2024-03-11 21:07:42,2024-03-11 21:29:42,1260.29,51.51,Delivered
3273,801,73,179,2024-03-18 08:35:05,2024-03-18 09:07:05,942.15,13.23,Delivered
3274,380,9,40,2024-03-20 17:47:17,2024-03-20 18:42:17,504.49,49.67,Delivered
3275,170,44,53,2024-06-06 02:25:26,2024-06-06 02:57:26,689.81,23.78,Delivered
3276,533,98,173,2024-08-13 06:34:06,2024-08-13 07:25:06,814.64,42.2,Delivered
3277,488,35,113,2023-12-12 14:18:24,2023-12-12 15:33:24,577.72,49.01,Delivered
3278,38,62,5,2023-10-08 21:32:48,2023-10-08 22:33:48,510.25,40.64,Delivered
3279,726,27,164,2024-10-10 19:56:52,2024-10-10 20:55:52,396.17,48.29,Delivered
3280,674,64,27,2023-09-19 04:49:05,2023-09-19 06:01:05,1217.0,18.74,Delivered
3281,3,75,69,2024-08-19 06:37:29,2024-08-19 07:03:29,771.37,57.33,Delivered
3282,306,15,89,2023-06-13 12:10:23,,923.11,33.33,Pending
3283,680,7,29,2023-04-06 14:10:43,,993.7,33.12,Cancelled
3284,785,37,158,2023-07-24 03:31:05,2023-07-24 04:21:05,1021.76,50.93,Delivered
3285,711,69,124,2023-04-14 16:28:08,,580.4,28.26,Pending
3286,345,52,66,2023-03-22 16:08:07,2023-03-22 16:56:07,566.5,42.41,Delivered
3287,500,40,25,2023-11-02 15:31:08,2023-11-02 16:59:08,546.89,42.44,Delivered
3288,635,86,81,2023-04-28 18:56:08,,1302.2,36.82,Pending
3289,358,71,5,2024-10-09 18:41:51,,770.1,39.89,Cancelled
3290,371,65,26,2024-05-22 16:22:50,,651.48,17.77,Cancelled
3291,544,99,68,2024-05-02 20:04:13,2024-05-02 20:39:13,1182.91,30.53,Delivered
3292,760,95,168,2024-09-03 08:34:58,2024-09-03 09:32:58,710.54,25.03,Delivered
3293,258,52,152,2023-12-12 07:43:37,2023-12-12 08:15:37,441.37,58.95,Delivered
3294,501,93,178,2023-07-10 17:30:44,2023-07-10 18:27:44,256.77,27.46,Delivered
3295,349,6,133,2024-07-07 16:49:15,2024-07-07 17:36:15,789.03,24.17,Delivered
3296,413,5,32,2023-12-25 10:36:04,2023-12-25 10:59:04,351.17,51.23,Delivered
3297,80,59,90,2024-04-23 06:52:19,2024-04-23 07:15:19,1015.86,11.97,Delivered
3298,768,5,99,2023-12-24 07:14:37,2023-12-24 08:08:37,895.97,34.44,Delivered
3299,612,23,136,2023-08-31 19:18:23,2023-08-31 20:18:23,1045.46,29.89,Delivered
3300,113,96,94,2024-03-25 04:18:33,,1023.71,48.53,Cancelled
3301,435,57,103,2024-06-09 17:30:31,2024-06-09 18:21:31,581.18,19.9,Delivered
3302,246,48,173,2024-09-09 22:45:13,2024-09-09 23:50:13,1078.59,39.72,Delivered
3303,60,59,33,2023-04-14 04:18:22,2023-04-14 05:46:22,844.43,23.5,Delivered
3304,219,30,89,2024-09-29 02:59:38,2024-09-29 03:32:38,1149.66,40.6,Delivered
3305,195,7,155,2023-12-30 13:55:59,,314.26,41.76,Pending
3306,233,56,104,2024-10-23 01:01:01,2024-10-23 01:49:01,525.38,45.61,Delivered
3307,424,57,197,2024-09-29 01:19:53,,1429.99,23.4,Pending
3308,201,91,197,2024-10-25 10:35:16,2024-10-25 10:56:16,1023.15,55.71,Delivered
3309,234,47,199,2024-05-03 11:21:55,2024-05-03 12:36:55,1277.74,38.04,Delivered
3310,845,4,132,2023-05-16 05:34:34,2023-05-16 06:37:34,337.69,59.58,Delivered
3311,919,94,121,2024-09-20 23:21:29,2024-09-21 00:14:29,1084.71,50.0,Delivered
3312,519,98,134,2023-10-31 04:28:08,2023-10-31 05:42:08,1413.34,15.18,Delivered
3313,689,17,51,2024-09-10 20:45:19,2024-09-10 21:26:19,187.29,41.33,Delivered
3314,888,21,97,2023-03-06 03:55:53,2023-03-06 04:28:53,911.52,49.49,Delivered
3315,826,19,86,2024-09-21 03:43:03,2024-09-21 04:42:03,639.93,47.91,Delivered
3316,987,34,162,2024-05-03 15:33:46,2024-05-03 16:27:46,616.11,28.62,Delivered
3317,384,88,82,2023-08-06 14:38:10,2023-08-06 15:34:10,1392.84,15.47,Delivered
